ID,SERVICE_SETTING,DESCRIPTION,CPT,NDC,REVENUE_CODE,Gross Charge,Discounted Cash Price,Aetna Commercial Out of Network,Aetna Commercial Out of Network - Emergency Services,Aetna HMO/PPO,Alignment Medicare Adv_ HMO / PPO,Anthem Blue Cross Commercial Out of Network,Anthem Blue Cross Commercial Out of Network - Emergency Services,Anthem HMO/PPO,Anthem Individual,Anthem Medi-Cal,Anthem Medicare Adv_ HMO / PPO,Blue Shield Commercial Out of Network,Blue Shield Commercial Out of Network - Emergency Services,Blue Shield HMO / PPO,Blue Shield Individual,Blue Shield Medicare Adv_ HMO / PPO,Cigna Commercial Out of Network,Cigna Commercial Out of Network - Emergency Services,Cigna HMO/PPO,Health Net Commercial Out of Network,Health Net Commercial Out of Network - Emergency Services,Health Net HMO / PPO,Health Net Medi-Cal / California Health & Wellness,Health Net Medicare Adv_ HMO / PPO,HealthSmart PPO,Humana Medicare Adv_ HMO,Multiplan PPO,Stanford Advantage Medicare Adv_ HMO,Sutter Health Plus HMO,United Commercial Out of Network,United Commercial Out of Network - Emergency Services,United HMO / POS,United Medicare Adv_ HMO and PPO,United PPO,United Signature Value Alliance,Minimum Negotiated Price,Maximum Negotiated Price
MSDRG-832,INPATIENT,All Inpatient Services for MS-DRG 832,,,,,,,,,"$6,212.39 ",,,,,,"$6,212.39 ",,,,,"$6,212.39 ",,,,,,,,"$6,212.39 ",,"$6,212.39 ",,"$6,212.39 ",,,,,"$6,212.39 ",,,"$6,212.39 ","$6,212.39 "
MSDRG-833,INPATIENT,All Inpatient Services for MS-DRG 833,,,,,,,,,"$4,286.33 ",,,,,,"$4,286.33 ",,,,,"$4,286.33 ",,,,,,,,"$4,286.33 ",,"$4,286.33 ",,"$4,286.33 ",,,,,"$4,286.33 ",,,"$4,286.33 ","$4,286.33 "
MSDRG-834,INPATIENT,All Inpatient Services for MS-DRG 834,,,,,,,,,"$48,308.66 ",,,,,,"$48,308.66 ",,,,,"$48,308.66 ",,,,,,,,"$48,308.66 ",,"$48,308.66 ",,"$48,308.66 ",,,,,"$48,308.66 ",,,"$48,308.66 ","$48,308.66 "
MSDRG-835,INPATIENT,All Inpatient Services for MS-DRG 835,,,,,,,,,"$16,871.55 ",,,,,,"$16,871.55 ",,,,,"$16,871.55 ",,,,,,,,"$16,871.55 ",,"$16,871.55 ",,"$16,871.55 ",,,,,"$16,871.55 ",,,"$16,871.55 ","$16,871.55 "
MSDRG-836,INPATIENT,All Inpatient Services for MS-DRG 836,,,,,,,,,"$9,366.88 ",,,,,,"$9,366.88 ",,,,,"$9,366.88 ",,,,,,,,"$9,366.88 ",,"$9,366.88 ",,"$9,366.88 ",,,,,"$9,366.88 ",,,"$9,366.88 ","$9,366.88 "
MSDRG-837,INPATIENT,All Inpatient Services for MS-DRG 837,,,,,,,,,"$45,491.81 ",,,,,,"$45,491.81 ",,,,,"$45,491.81 ",,,,,,,,"$45,491.81 ",,"$45,491.81 ",,"$45,491.81 ",,,,,"$45,491.81 ",,,"$45,491.81 ","$45,491.81 "
MSDRG-838,INPATIENT,All Inpatient Services for MS-DRG 838,,,,,,,,,"$18,040.92 ",,,,,,"$18,040.92 ",,,,,"$18,040.92 ",,,,,,,,"$18,040.92 ",,"$18,040.92 ",,"$18,040.92 ",,,,,"$18,040.92 ",,,"$18,040.92 ","$18,040.92 "
MSDRG-839,INPATIENT,All Inpatient Services for MS-DRG 839,,,,,,,,,"$11,870.83 ",,,,,,"$11,870.83 ",,,,,"$11,870.83 ",,,,,,,,"$11,870.83 ",,"$11,870.83 ",,"$11,870.83 ",,,,,"$11,870.83 ",,,"$11,870.83 ","$11,870.83 "
MSDRG-840,INPATIENT,All Inpatient Services for MS-DRG 840,,,,,,,,,"$25,706.03 ",,,,,,"$25,706.03 ",,,,,"$25,706.03 ",,,,,,,,"$25,706.03 ",,"$25,706.03 ",,"$25,706.03 ",,,,,"$25,706.03 ",,,"$25,706.03 ","$25,706.03 "
MSDRG-841,INPATIENT,All Inpatient Services for MS-DRG 841,,,,,,,,,"$12,943.61 ",,,,,,"$12,943.61 ",,,,,"$12,943.61 ",,,,,,,,"$12,943.61 ",,"$12,943.61 ",,"$12,943.61 ",,,,,"$12,943.61 ",,,"$12,943.61 ","$12,943.61 "
MSDRG-842,INPATIENT,All Inpatient Services for MS-DRG 842,,,,,,,,,"$8,756.25 ",,,,,,"$8,756.25 ",,,,,"$8,756.25 ",,,,,,,,"$8,756.25 ",,"$8,756.25 ",,"$8,756.25 ",,,,,"$8,756.25 ",,,"$8,756.25 ","$8,756.25 "
MSDRG-843,INPATIENT,All Inpatient Services for MS-DRG 843,,,,,,,,,"$15,226.46 ",,,,,,"$15,226.46 ",,,,,"$15,226.46 ",,,,,,,,"$15,226.46 ",,"$15,226.46 ",,"$15,226.46 ",,,,,"$15,226.46 ",,,"$15,226.46 ","$15,226.46 "
MSDRG-844,INPATIENT,All Inpatient Services for MS-DRG 844,,,,,,,,,"$9,452.28 ",,,,,,"$9,452.28 ",,,,,"$9,452.28 ",,,,,,,,"$9,452.28 ",,"$9,452.28 ",,"$9,452.28 ",,,,,"$9,452.28 ",,,"$9,452.28 ","$9,452.28 "
MSDRG-845,INPATIENT,All Inpatient Services for MS-DRG 845,,,,,,,,,"$6,775.92 ",,,,,,"$6,775.92 ",,,,,"$6,775.92 ",,,,,,,,"$6,775.92 ",,"$6,775.92 ",,"$6,775.92 ",,,,,"$6,775.92 ",,,"$6,775.92 ","$6,775.92 "
MSDRG-846,INPATIENT,All Inpatient Services for MS-DRG 846,,,,,,,,,"$21,335.09 ",,,,,,"$21,335.09 ",,,,,"$21,335.09 ",,,,,,,,"$21,335.09 ",,"$21,335.09 ",,"$21,335.09 ",,,,,"$21,335.09 ",,,"$21,335.09 ","$21,335.09 "
MSDRG-847,INPATIENT,All Inpatient Services for MS-DRG 847,,,,,,,,,"$10,664.75 ",,,,,,"$10,664.75 ",,,,,"$10,664.75 ",,,,,,,,"$10,664.75 ",,"$10,664.75 ",,"$10,664.75 ",,,,,"$10,664.75 ",,,"$10,664.75 ","$10,664.75 "
MSDRG-848,INPATIENT,All Inpatient Services for MS-DRG 848,,,,,,,,"$24,622.00 ","$8,239.82 ",,,,,,"$8,239.82 ","$34,495.00 ","$34,495.00 ","$29,996.00 ","$23,096.00 ","$8,239.82 ",,,"$28,636.00 ",,,"$26,961.00 ",,"$8,239.82 ",,"$8,239.82 ",,"$8,239.82 ","$17,262.80 ",,,"$22,999.00 ","$8,239.82 ","$22,999.00 ","$22,718.00 ","$8,239.82 ","$34,495.00 "
MSDRG-849,INPATIENT,All Inpatient Services for MS-DRG 849,,,,,,,,,"$19,903.92 ",,,,,,"$19,903.92 ",,,,,"$19,903.92 ",,,,,,,,"$19,903.92 ",,"$19,903.92 ",,"$19,903.92 ",,,,,"$19,903.92 ",,,"$19,903.92 ","$19,903.92 "
MSDRG-853,INPATIENT,All Inpatient Services for MS-DRG 853,,,,,,,,,"$39,652.98 ",,,,,,"$39,652.98 ",,,,,"$39,652.98 ",,,,,,,,"$39,652.98 ",,"$39,652.98 ",,"$39,652.98 ",,,,,"$39,652.98 ",,,"$39,652.98 ","$39,652.98 "
MSDRG-854,INPATIENT,All Inpatient Services for MS-DRG 854,,,,,,,,,"$16,939.40 ",,,,,,"$16,939.40 ",,,,,"$16,939.40 ",,,,,,,,"$16,939.40 ",,"$16,939.40 ",,"$16,939.40 ",,,,,"$16,939.40 ",,,"$16,939.40 ","$16,939.40 "
MSDRG-855,INPATIENT,All Inpatient Services for MS-DRG 855,,,,,,,,,"$12,131.04 ",,,,,,"$12,131.04 ",,,,,"$12,131.04 ",,,,,,,,"$12,131.04 ",,"$12,131.04 ",,"$12,131.04 ",,,,,"$12,131.04 ",,,"$12,131.04 ","$12,131.04 "
MSDRG-856,INPATIENT,All Inpatient Services for MS-DRG 856,,,,,,,,,"$37,227.25 ",,,,,,"$37,227.25 ",,,,,"$37,227.25 ",,,,,,,,"$37,227.25 ",,"$37,227.25 ",,"$37,227.25 ",,,,,"$37,227.25 ",,,"$37,227.25 ","$37,227.25 "
MSDRG-857,INPATIENT,All Inpatient Services for MS-DRG 857,,,,,,,,,"$16,781.36 ",,,,,,"$16,781.36 ",,,,,"$16,781.36 ",,,,,,,,"$16,781.36 ",,"$16,781.36 ",,"$16,781.36 ",,,,,"$16,781.36 ",,,"$16,781.36 ","$16,781.36 "
MSDRG-858,INPATIENT,All Inpatient Services for MS-DRG 858,,,,,,,,"$27,863.00 ","$10,852.33 ",,,"$28,011.00 ","$18,628.00 ",,"$10,852.33 ","$33,087.00 ","$33,087.00 ","$28,771.00 ","$22,153.00 ","$10,852.33 ",,,"$30,292.00 ",,,"$25,861.00 ",,"$10,852.33 ",,"$10,852.33 ",,"$10,852.33 ","$19,533.95 ",,,"$26,027.00 ","$10,852.33 ","$26,027.00 ","$25,708.00 ","$10,852.33 ","$33,087.00 "
MSDRG-862,INPATIENT,All Inpatient Services for MS-DRG 862,,,,,,,,,"$15,139.46 ",,,,,,"$15,139.46 ",,,,,"$15,139.46 ",,,,,,,,"$15,139.46 ",,"$15,139.46 ",,"$15,139.46 ",,,,,"$15,139.46 ",,,"$15,139.46 ","$15,139.46 "
MSDRG-863,INPATIENT,All Inpatient Services for MS-DRG 863,,,,,,,,,"$8,072.99 ",,,,,,"$8,072.99 ",,,,,"$8,072.99 ",,,,,,,,"$8,072.99 ",,"$8,072.99 ",,"$8,072.99 ",,,,,"$8,072.99 ",,,"$8,072.99 ","$8,072.99 "
MSDRG-864,INPATIENT,All Inpatient Services for MS-DRG 864,,,,,,,,,"$6,996.22 ",,,,,,"$6,996.22 ",,,,,"$6,996.22 ",,,,,,,,"$6,996.22 ",,"$6,996.22 ",,"$6,996.22 ",,,,,"$6,996.22 ",,,"$6,996.22 ","$6,996.22 "
MSDRG-865,INPATIENT,All Inpatient Services for MS-DRG 865,,,,,,,,,"$11,795.80 ",,,,,,"$11,795.80 ",,,,,"$11,795.80 ",,,,,,,,"$11,795.80 ",,"$11,795.80 ",,"$11,795.80 ",,,,,"$11,795.80 ",,,"$11,795.80 ","$11,795.80 "
MSDRG-866,INPATIENT,All Inpatient Services for MS-DRG 866,,,,,,,,,"$6,696.90 ",,,,,,"$6,696.90 ",,,,,"$6,696.90 ",,,,,,,,"$6,696.90 ",,"$6,696.90 ",,"$6,696.90 ",,,,,"$6,696.90 ",,,"$6,696.90 ","$6,696.90 "
MSDRG-867,INPATIENT,All Inpatient Services for MS-DRG 867,,,,,,,,,"$17,856.53 ",,,,,,"$17,856.53 ",,,,,"$17,856.53 ",,,,,,,,"$17,856.53 ",,"$17,856.53 ",,"$17,856.53 ",,,,,"$17,856.53 ",,,"$17,856.53 ","$17,856.53 "
MSDRG-868,INPATIENT,All Inpatient Services for MS-DRG 868,,,,,,,,,"$8,508.81 ",,,,,,"$8,508.81 ",,,,,"$8,508.81 ",,,,,,,,"$8,508.81 ",,"$8,508.81 ",,"$8,508.81 ",,,,,"$8,508.81 ",,,"$8,508.81 ","$8,508.81 "
MSDRG-869,INPATIENT,All Inpatient Services for MS-DRG 869,,,,,,,,,"$5,814.89 ",,,,,,"$5,814.89 ",,,,,"$5,814.89 ",,,,,,,,"$5,814.89 ",,"$5,814.89 ",,"$5,814.89 ",,,,,"$5,814.89 ",,,"$5,814.89 ","$5,814.89 "
MSDRG-870,INPATIENT,All Inpatient Services for MS-DRG 870,,,,,,,,,"$51,396.10 ",,,,,,"$51,396.10 ",,,,,"$51,396.10 ",,,,,,,,"$51,396.10 ",,"$51,396.10 ",,"$51,396.10 ",,,,,"$51,396.10 ",,,"$51,396.10 ","$51,396.10 "
MSDRG-871,INPATIENT,All Inpatient Services for MS-DRG 871,,,,,,,,,"$14,943.90 ",,,,,,"$14,943.90 ",,,,,"$14,943.90 ",,,,,,,,"$14,943.90 ",,"$14,943.90 ",,"$14,943.90 ",,,,,"$14,943.90 ",,,"$14,943.90 ","$14,943.90 "
MSDRG-872,INPATIENT,All Inpatient Services for MS-DRG 872,,,,,,,,,"$8,191.93 ",,,,,,"$8,191.93 ",,,,,"$8,191.93 ",,,,,,,,"$8,191.93 ",,"$8,191.93 ",,"$8,191.93 ",,,,,"$8,191.93 ",,,"$8,191.93 ","$8,191.93 "
MSDRG-876,INPATIENT,All Inpatient Services for MS-DRG 876,,,,,,,,,"$26,085.18 ",,,,,,"$26,085.18 ",,,,,"$26,085.18 ",,,,,,,,"$26,085.18 ",,"$26,085.18 ",,"$26,085.18 ",,,,,"$26,085.18 ",,,"$26,085.18 ","$26,085.18 "
MSDRG-880,INPATIENT,All Inpatient Services for MS-DRG 880,,,,,,,,,"$6,900.44 ",,,,,,"$6,900.44 ",,,,,"$6,900.44 ",,,,,,,,"$6,900.44 ",,"$6,900.44 ",,"$6,900.44 ",,,,,"$6,900.44 ",,,"$6,900.44 ","$6,900.44 "
MSDRG-881,INPATIENT,All Inpatient Services for MS-DRG 881,,,,,,,,,"$6,401.56 ",,,,,,"$6,401.56 ",,,,,"$6,401.56 ",,,,,,,,"$6,401.56 ",,"$6,401.56 ",,"$6,401.56 ",,,,,"$6,401.56 ",,,"$6,401.56 ","$6,401.56 "
MSDRG-882,INPATIENT,All Inpatient Services for MS-DRG 882,,,,,,,,,"$6,573.98 ",,,,,,"$6,573.98 ",,,,,"$6,573.98 ",,,,,,,,"$6,573.98 ",,"$6,573.98 ",,"$6,573.98 ",,,,,"$6,573.98 ",,,"$6,573.98 ","$6,573.98 "
MSDRG-883,INPATIENT,All Inpatient Services for MS-DRG 883,,,,,,,,,"$12,625.93 ",,,,,,"$12,625.93 ",,,,,"$12,625.93 ",,,,,,,,"$12,625.93 ",,"$12,625.93 ",,"$12,625.93 ",,,,,"$12,625.93 ",,,"$12,625.93 ","$12,625.93 "
MSDRG-884,INPATIENT,All Inpatient Services for MS-DRG 884,,,,,,,,,"$11,552.35 ",,,,,,"$11,552.35 ",,,,,"$11,552.35 ",,,,,,,,"$11,552.35 ",,"$11,552.35 ",,"$11,552.35 ",,,,,"$11,552.35 ",,,"$11,552.35 ","$11,552.35 "
MSDRG-885,INPATIENT,All Inpatient Services for MS-DRG 885,,,,,,,,,"$9,892.89 ",,,,,,"$9,892.89 ",,,,,"$9,892.89 ",,,,,,,,"$9,892.89 ",,"$9,892.89 ",,"$9,892.89 ",,,,,"$9,892.89 ",,,"$9,892.89 ","$9,892.89 "
MSDRG-886,INPATIENT,All Inpatient Services for MS-DRG 886,,,,,,,,,"$9,767.57 ",,,,,,"$9,767.57 ",,,,,"$9,767.57 ",,,,,,,,"$9,767.57 ",,"$9,767.57 ",,"$9,767.57 ",,,,,"$9,767.57 ",,,"$9,767.57 ","$9,767.57 "
MSDRG-887,INPATIENT,All Inpatient Services for MS-DRG 887,,,,,,,,,"$8,618.96 ",,,,,,"$8,618.96 ",,,,,"$8,618.96 ",,,,,,,,"$8,618.96 ",,"$8,618.96 ",,"$8,618.96 ",,,,,"$8,618.96 ",,,"$8,618.96 ","$8,618.96 "
MSDRG-894,INPATIENT,All Inpatient Services for MS-DRG 894,,,,,,,,,"$4,382.12 ",,,,,,"$4,382.12 ",,,,,"$4,382.12 ",,,,,,,,"$4,382.12 ",,"$4,382.12 ",,"$4,382.12 ",,,,,"$4,382.12 ",,,"$4,382.12 ","$4,382.12 "
MSDRG-895,INPATIENT,All Inpatient Services for MS-DRG 895,,,,,,,,,"$12,764.81 ",,,,,,"$12,764.81 ",,,,,"$12,764.81 ",,,,,,,,"$12,764.81 ",,"$12,764.81 ",,"$12,764.81 ",,,,,"$12,764.81 ",,,"$12,764.81 ","$12,764.81 "
MSDRG-896,INPATIENT,All Inpatient Services for MS-DRG 896,,,,,,,,,"$14,210.35 ",,,,,,"$14,210.35 ",,,,,"$14,210.35 ",,,,,,,,"$14,210.35 ",,"$14,210.35 ",,"$14,210.35 ",,,,,"$14,210.35 ",,,"$14,210.35 ","$14,210.35 "
MSDRG-897,INPATIENT,All Inpatient Services for MS-DRG 897,,,,,,,,,"$6,601.11 ",,,,,,"$6,601.11 ",,,,,"$6,601.11 ",,,,,,,,"$6,601.11 ",,"$6,601.11 ",,"$6,601.11 ",,,,,"$6,601.11 ",,,"$6,601.11 ","$6,601.11 "
MSDRG-901,INPATIENT,All Inpatient Services for MS-DRG 901,,,,,,,,,"$34,072.76 ",,,,,,"$34,072.76 ",,,,,"$34,072.76 ",,,,,,,,"$34,072.76 ",,"$34,072.76 ",,"$34,072.76 ",,,,,"$34,072.76 ",,,"$34,072.76 ","$34,072.76 "
MSDRG-902,INPATIENT,All Inpatient Services for MS-DRG 902,,,,,,,,,"$15,679.04 ",,,,,,"$15,679.04 ",,,,,"$15,679.04 ",,,,,,,,"$15,679.04 ",,"$15,679.04 ",,"$15,679.04 ",,,,,"$15,679.04 ",,,"$15,679.04 ","$15,679.04 "
MSDRG-903,INPATIENT,All Inpatient Services for MS-DRG 903,,,,,,,,,"$9,061.96 ",,,,,,"$9,061.96 ",,,,,"$9,061.96 ",,,,,,,,"$9,061.96 ",,"$9,061.96 ",,"$9,061.96 ",,,,,"$9,061.96 ",,,"$9,061.96 ","$9,061.96 "
MSDRG-904,INPATIENT,All Inpatient Services for MS-DRG 904,,,,,,,,,"$29,748.91 ",,,,,,"$29,748.91 ",,,,,"$29,748.91 ",,,,,,,,"$29,748.91 ",,"$29,748.91 ",,"$29,748.91 ",,,,,"$29,748.91 ",,,"$29,748.91 ","$29,748.91 "
MSDRG-905,INPATIENT,All Inpatient Services for MS-DRG 905,,,,,,,,,"$13,170.30 ",,,,,,"$13,170.30 ",,,,,"$13,170.30 ",,,,,,,,"$13,170.30 ",,"$13,170.30 ",,"$13,170.30 ",,,,,"$13,170.30 ",,,"$13,170.30 ","$13,170.30 "
MSDRG-906,INPATIENT,All Inpatient Services for MS-DRG 906,,,,,,,,,"$14,397.93 ",,,,,,"$14,397.93 ",,,,,"$14,397.93 ",,,,,,,,"$14,397.93 ",,"$14,397.93 ",,"$14,397.93 ",,,,,"$14,397.93 ",,,"$14,397.93 ","$14,397.93 "
MSDRG-907,INPATIENT,All Inpatient Services for MS-DRG 907,,,,,,,,,"$31,514.53 ",,,,,,"$31,514.53 ",,,,,"$31,514.53 ",,,,,,,,"$31,514.53 ",,"$31,514.53 ",,"$31,514.53 ",,,,,"$31,514.53 ",,,"$31,514.53 ","$31,514.53 "
MSDRG-908,INPATIENT,All Inpatient Services for MS-DRG 908,,,,,,,,,"$16,366.29 ",,,,,,"$16,366.29 ",,,,,"$16,366.29 ",,,,,,,,"$16,366.29 ",,"$16,366.29 ",,"$16,366.29 ",,,,,"$16,366.29 ",,,"$16,366.29 ","$16,366.29 "
MSDRG-909,INPATIENT,All Inpatient Services for MS-DRG 909,,,,,,,,,"$10,943.32 ",,,,,,"$10,943.32 ",,,,,"$10,943.32 ",,,,,,,,"$10,943.32 ",,"$10,943.32 ",,"$10,943.32 ",,,,,"$10,943.32 ",,,"$10,943.32 ","$10,943.32 "
MSDRG-913,INPATIENT,All Inpatient Services for MS-DRG 913,,,,,,,,,"$13,079.31 ",,,,,,"$13,079.31 ",,,,,"$13,079.31 ",,,,,,,,"$13,079.31 ",,"$13,079.31 ",,"$13,079.31 ",,,,,"$13,079.31 ",,,"$13,079.31 ","$13,079.31 "
MSDRG-914,INPATIENT,All Inpatient Services for MS-DRG 914,,,,,,,,,"$7,079.24 ",,,,,,"$7,079.24 ",,,,,"$7,079.24 ",,,,,,,,"$7,079.24 ",,"$7,079.24 ",,"$7,079.24 ",,,,,"$7,079.24 ",,,"$7,079.24 ","$7,079.24 "
MSDRG-915,INPATIENT,All Inpatient Services for MS-DRG 915,,,,,,,,,"$13,565.41 ",,,,,,"$13,565.41 ",,,,,"$13,565.41 ",,,,,,,,"$13,565.41 ",,"$13,565.41 ",,"$13,565.41 ",,,,,"$13,565.41 ",,,"$13,565.41 ","$13,565.41 "
MSDRG-916,INPATIENT,All Inpatient Services for MS-DRG 916,,,,,,,,"$14,255.00 ","$5,255.35 ",,,"$14,321.00 ","$9,524.00 ",,"$5,255.35 ","$16,928.00 ","$16,928.00 ","$14,720.00 ","$11,334.00 ","$5,255.35 ",,,"$15,486.00 ",,,"$13,230.00 ",,"$5,255.35 ",,"$5,255.35 ",,"$5,255.35 ","$9,995.12 ",,,"$13,317.00 ","$5,255.35 ","$13,317.00 ","$13,154.00 ","$5,255.35 ","$16,928.00 "
MSDRG-917,INPATIENT,All Inpatient Services for MS-DRG 917,,,,,,,,,"$11,801.39 ",,,,,,"$11,801.39 ",,,,,"$11,801.39 ",,,,,,,,"$11,801.39 ",,"$11,801.39 ",,"$11,801.39 ",,,,,"$11,801.39 ",,,"$11,801.39 ","$11,801.39 "
MSDRG-918,INPATIENT,All Inpatient Services for MS-DRG 918,,,,,,,,,"$6,318.55 ",,,,,,"$6,318.55 ",,,,,"$6,318.55 ",,,,,,,,"$6,318.55 ",,"$6,318.55 ",,"$6,318.55 ",,,,,"$6,318.55 ",,,"$6,318.55 ","$6,318.55 "
MSDRG-919,INPATIENT,All Inpatient Services for MS-DRG 919,,,,,,,,,"$14,719.61 ",,,,,,"$14,719.61 ",,,,,"$14,719.61 ",,,,,,,,"$14,719.61 ",,"$14,719.61 ",,"$14,719.61 ",,,,,"$14,719.61 ",,,"$14,719.61 ","$14,719.61 "
MSDRG-920,INPATIENT,All Inpatient Services for MS-DRG 920,,,,,,,,,"$8,178.36 ",,,,,,"$8,178.36 ",,,,,"$8,178.36 ",,,,,,,,"$8,178.36 ",,"$8,178.36 ",,"$8,178.36 ",,,,,"$8,178.36 ",,,"$8,178.36 ","$8,178.36 "
MSDRG-921,INPATIENT,All Inpatient Services for MS-DRG 921,,,,,,,,,"$5,570.64 ",,,,,,"$5,570.64 ",,,,,"$5,570.64 ",,,,,,,,"$5,570.64 ",,"$5,570.64 ",,"$5,570.64 ",,,,,"$5,570.64 ",,,"$5,570.64 ","$5,570.64 "
MSDRG-922,INPATIENT,All Inpatient Services for MS-DRG 922,,,,,,,,,"$12,677.01 ",,,,,,"$12,677.01 ",,,,,"$12,677.01 ",,,,,,,,"$12,677.01 ",,"$12,677.01 ",,"$12,677.01 ",,,,,"$12,677.01 ",,,"$12,677.01 ","$12,677.01 "
MSDRG-923,INPATIENT,All Inpatient Services for MS-DRG 923,,,,,,,,,"$7,501.48 ",,,,,,"$7,501.48 ",,,,,"$7,501.48 ",,,,,,,,"$7,501.48 ",,"$7,501.48 ",,"$7,501.48 ",,,,,"$7,501.48 ",,,"$7,501.48 ","$7,501.48 "
MSDRG-927,INPATIENT,All Inpatient Services for MS-DRG 927,,,,,,,,,"$168,350.76 ",,,,,,"$168,350.76 ",,,,,"$168,350.76 ",,,,,,,,"$168,350.76 ",,"$168,350.76 ",,"$168,350.76 ",,,,,"$168,350.76 ",,,"$168,350.76 ","$168,350.76 "
MSDRG-928,INPATIENT,All Inpatient Services for MS-DRG 928,,,,,,,,,"$52,135.23 ",,,,,,"$52,135.23 ",,,,,"$52,135.23 ",,,,,,,,"$52,135.23 ",,"$52,135.23 ",,"$52,135.23 ",,,,,"$52,135.23 ",,,"$52,135.23 ","$52,135.23 "
MSDRG-929,INPATIENT,All Inpatient Services for MS-DRG 929,,,,,,,,,"$24,056.95 ",,,,,,"$24,056.95 ",,,,,"$24,056.95 ",,,,,,,,"$24,056.95 ",,"$24,056.95 ",,"$24,056.95 ",,,,,"$24,056.95 ",,,"$24,056.95 ","$24,056.95 "
MSDRG-933,INPATIENT,All Inpatient Services for MS-DRG 933,,,,,,,,,"$18,062.47 ",,,,,,"$18,062.47 ",,,,,"$18,062.47 ",,,,,,,,"$18,062.47 ",,"$18,062.47 ",,"$18,062.47 ",,,,,"$18,062.47 ",,,"$18,062.47 ","$18,062.47 "
MSDRG-934,INPATIENT,All Inpatient Services for MS-DRG 934,,,,,,,,,"$15,492.26 ",,,,,,"$15,492.26 ",,,,,"$15,492.26 ",,,,,,,,"$15,492.26 ",,"$15,492.26 ",,"$15,492.26 ",,,,,"$15,492.26 ",,,"$15,492.26 ","$15,492.26 "
MSDRG-935,INPATIENT,All Inpatient Services for MS-DRG 935,,,,,,,,,"$15,428.41 ",,,,,,"$15,428.41 ",,,,,"$15,428.41 ",,,,,,,,"$15,428.41 ",,"$15,428.41 ",,"$15,428.41 ",,,,,"$15,428.41 ",,,"$15,428.41 ","$15,428.41 "
MSDRG-939,INPATIENT,All Inpatient Services for MS-DRG 939,,,,,,,,,"$26,936.06 ",,,,,,"$26,936.06 ",,,,,"$26,936.06 ",,,,,,,,"$26,936.06 ",,"$26,936.06 ",,"$26,936.06 ",,,,,"$26,936.06 ",,,"$26,936.06 ","$26,936.06 "
MSDRG-940,INPATIENT,All Inpatient Services for MS-DRG 940,,,,,,,,,"$17,727.22 ",,,,,,"$17,727.22 ",,,,,"$17,727.22 ",,,,,,,,"$17,727.22 ",,"$17,727.22 ",,"$17,727.22 ",,,,,"$17,727.22 ",,,"$17,727.22 ","$17,727.22 "
MSDRG-941,INPATIENT,All Inpatient Services for MS-DRG 941,,,,,,,,,"$15,350.18 ",,,,,,"$15,350.18 ",,,,,"$15,350.18 ",,,,,,,,"$15,350.18 ",,"$15,350.18 ",,"$15,350.18 ",,,,,"$15,350.18 ",,,"$15,350.18 ","$15,350.18 "
MSDRG-945,INPATIENT,All Inpatient Services for MS-DRG 945,,,,,,,,,"$11,828.53 ",,,,,,"$11,828.53 ",,,,,"$11,828.53 ",,,,,,,,"$11,828.53 ",,"$11,828.53 ",,"$11,828.53 ",,,,,"$11,828.53 ",,,"$11,828.53 ","$11,828.53 "
MSDRG-946,INPATIENT,All Inpatient Services for MS-DRG 946,,,,,,,,,"$8,989.33 ",,,,,,"$8,989.33 ",,,,,"$8,989.33 ",,,,,,,,"$8,989.33 ",,"$8,989.33 ",,"$8,989.33 ",,,,,"$8,989.33 ",,,"$8,989.33 ","$8,989.33 "
MSDRG-947,INPATIENT,All Inpatient Services for MS-DRG 947,,,,,,,,,"$9,530.51 ",,,,,,"$9,530.51 ",,,,,"$9,530.51 ",,,,,,,,"$9,530.51 ",,"$9,530.51 ",,"$9,530.51 ",,,,,"$9,530.51 ",,,"$9,530.51 ","$9,530.51 "
MSDRG-948,INPATIENT,All Inpatient Services for MS-DRG 948,,,,,,,,,"$6,282.63 ",,,,,,"$6,282.63 ",,,,,"$6,282.63 ",,,,,,,,"$6,282.63 ",,"$6,282.63 ",,"$6,282.63 ",,,,,"$6,282.63 ",,,"$6,282.63 ","$6,282.63 "
MSDRG-949,INPATIENT,All Inpatient Services for MS-DRG 949,,,,,,,,,"$8,859.22 ",,,,,,"$8,859.22 ",,,,,"$8,859.22 ",,,,,,,,"$8,859.22 ",,"$8,859.22 ",,"$8,859.22 ",,,,,"$8,859.22 ",,,"$8,859.22 ","$8,859.22 "
MSDRG-950,INPATIENT,All Inpatient Services for MS-DRG 950,,,,,,,,,"$5,908.28 ",,,,,,"$5,908.28 ",,,,,"$5,908.28 ",,,,,,,,"$5,908.28 ",,"$5,908.28 ",,"$5,908.28 ",,,,,"$5,908.28 ",,,"$5,908.28 ","$5,908.28 "
MSDRG-951,INPATIENT,All Inpatient Services for MS-DRG 951,,,,,,,,,"$4,466.73 ",,,,,,"$4,466.73 ",,,,,"$4,466.73 ",,,,,,,,"$4,466.73 ",,"$4,466.73 ",,"$4,466.73 ",,,,,"$4,466.73 ",,,"$4,466.73 ","$4,466.73 "
MSDRG-955,INPATIENT,All Inpatient Services for MS-DRG 955,,,,,,,,,"$50,201.19 ",,,,,,"$50,201.19 ",,,,,"$50,201.19 ",,,,,,,,"$50,201.19 ",,"$50,201.19 ",,"$50,201.19 ",,,,,"$50,201.19 ",,,"$50,201.19 ","$50,201.19 "
